global_step,episode_idx,ep_reward,recent_mean_top15of20,lr,entropy_coef,rollout_horizon,phase_idx
2095931,2142,844.6254071661033,887.6579863123449,4.2073813333333336e-05,0.0008811072,3712,1
2096931,2143,893.1034482758429,889.833262310709,4.2073813333333336e-05,0.0008811072,3712,1
2097863,2144,906.7999999999824,893.4611988186456,4.2073813333333336e-05,0.0008811072,3712,1
2098863,2145,873.3333333333223,894.2747049042368,4.202432e-05,0.0008803648,3712,1
2099683,2146,917.9999999999844,896.3606406738933,4.202432e-05,0.0008803648,3712,1
2100683,2147,769.9999999999859,896.3606406738933,4.202432e-05,0.0008803648,3712,1
2101683,2148,575.4098360655577,894.9227593480098,4.202432e-05,0.0008803648,3712,1
2102455,2149,922.7999999999865,897.3170762879006,4.197482666666667e-05,0.0008796224,3712,1
2103212,2150,924.2999999999882,896.9370762879007,4.197482666666667e-05,0.0008796224,3712,1
2104212,2151,873.5099337748214,897.7623557362585,4.197482666666667e-05,0.0008796224,3712,1
2105212,2152,862.1451104100802,896.1426512325248,4.197482666666667e-05,0.0008796224,3712,1
2106212,2153,857.5163398692586,895.2458910947772,4.192533333333334e-05,0.0008788800000000001,3712,1
2107212,2154,844.2622950819516,895.2458910947772,4.192533333333334e-05,0.0008788800000000001,3712,1
2108212,2155,865.7534246575137,895.4656302130156,4.192533333333334e-05,0.0008788800000000001,3712,1
2109212,2156,879.5221843003197,892.507109166371,4.192533333333334e-05,0.0008788800000000001,3712,1
2110212,2157,879.0209790209606,891.9885957765703,4.187584e-05,0.0008781376,3712,1
2111212,2158,862.616822429885,891.021438404795,4.187584e-05,0.0008781376,3712,1
2111970,2159,924.1999999999895,890.6814384047951,4.187584e-05,0.0008781376,3712,1
2112970,2160,819.0031152647767,886.3335018968579,4.187584e-05,0.0008781376,3712,1
2113740,2161,922.9999999999866,891.0414384047948,4.182634666666667e-05,0.0008773952000000001,3648,1
2114740,2162,837.0629370629183,891.0414384047948,4.182634666666667e-05,0.0008773952000000001,3648,1
2115740,2163,887.4213836477766,890.6626340962571,4.182634666666667e-05,0.0008773952000000001,3648,1
2116740,2164,896.6101694915084,889.9833120623588,4.177770666666667e-05,0.0008766656,3648,1
2117441,2165,929.8999999999907,893.7544231734701,4.177770666666667e-05,0.0008766656,3648,1
2118068,2166,937.2999999999865,895.0410898401368,4.177770666666667e-05,0.0008766656,3648,1
2118859,2167,920.8999999999861,899.2666671821854,4.177770666666667e-05,0.0008766656,3648,1
2119641,2168,921.7999999999902,903.2436598215126,4.177770666666667e-05,0.0008766656,3648,1
2120360,2169,928.0999999999939,903.5969931548465,4.1729066666666667e-05,0.000875936,3648,1
2121360,2170,885.2398523985105,900.9929833147479,4.1729066666666667e-05,0.000875936,3648,1
2122360,2171,876.9736842105082,901.2239000104604,4.1729066666666667e-05,0.000875936,3648,1
2123360,2172,884.2271293375247,902.6645871376364,4.1729066666666667e-05,0.000875936,3648,1
2124360,2173,886.1111111110888,904.0217662345415,4.168042666666667e-05,0.0008752064,3648,1
2125360,2174,886.5771812080335,904.6619993677098,4.168042666666667e-05,0.0008752064,3648,1
2126360,2175,593.140794223811,904.6619993677098,4.168042666666667e-05,0.0008752064,3648,1
2127360,2176,883.0508474576098,904.8972435781958,4.168042666666667e-05,0.0008752064,3648,1
2128360,2177,869.7986577181008,904.760757257499,4.163178666666667e-05,0.0008744768,3648,1
2128904,2178,945.5999999999893,909.3358449767977,4.163178666666667e-05,0.0008744768,3648,1
2129904,2179,871.0144927536102,906.1874239241656,4.163178666666667e-05,0.0008744768,3648,1
2130616,2180,928.7999999999931,909.6425116434646,4.163178666666667e-05,0.0008744768,3648,1
2131616,2181,862.0689655172217,906.5740905908327,4.158314666666667e-05,0.0008737472,3648,1
2132616,2182,893.0795847750759,907.6478172951372,4.158314666666667e-05,0.0008737472,3648,1
2133582,2183,903.399999999978,908.713058385284,4.158314666666667e-05,0.0008737472,3648,1
2134582,2184,878.1021897810032,907.4791930712503,4.158314666666667e-05,0.0008737472,3648,1
2135582,2185,780.64516129031,903.9507720186181,4.153450666666667e-05,0.0008730176,3648,1
2136582,2186,698.679867986785,899.5317382021931,4.153450666666667e-05,0.0008730176,3648,1
2137582,2187,825.3731343283406,896.1249820500673,4.153450666666667e-05,0.0008730176,3648,1
2138582,2188,892.3076923076724,894.1588282039128,4.148586666666667e-05,0.000872288,3648,1
2139582,2189,491.50326797384014,889.7567592383947,4.148586666666667e-05,0.000872288,3648,1
2140582,2190,865.7534246575141,888.4576640556617,4.148586666666667e-05,0.000872288,3648,1
2141582,2191,261.1940298507309,885.0176273968503,4.148586666666667e-05,0.000872288,3648,1
2142422,2192,915.9999999999884,887.135818774348,4.143722666666667e-05,0.0008715584000000001,3648,1
2143184,2193,923.7999999999842,889.648411366941,4.143722666666667e-05,0.0008715584000000001,3648,1
2144184,2194,878.8732394366001,889.1348152488455,4.143722666666667e-05,0.0008715584000000001,3648,1
2145184,2195,799.7134670486923,889.1348152488455,4.143722666666667e-05,0.0008715584000000001,3648,1
2145911,2196,927.2999999999886,892.0847587516707,4.138858666666667e-05,0.0008708288,3648,1
2146720,2197,919.0999999999807,895.3715149037961,4.138858666666667e-05,0.0008708288,3648,1
2147720,2198,893.5691318327795,891.9027903593154,4.138858666666667e-05,0.0008708288,3648,1
2148559,2199,916.0999999999862,894.9084908424071,4.138858666666667e-05,0.0008708288,3648,1
2149258,2200,930.0999999999918,894.9951575090737,4.138858666666667e-05,0.0008708288,3648,1
2150258,2201,479.28802588995654,890.8381242778383,4.1339946666666666e-05,0.0008700992,3648,1
2151258,2202,389.51048951047403,883.3424960455208,4.1339946666666666e-05,0.0008700992,3648,1
2152258,2203,887.2204472843298,882.2638591978108,4.1339946666666666e-05,0.0008700992,3648,1
2153258,2204,877.8597785977723,882.2476984522621,4.1291306666666665e-05,0.0008693696,3648,1
2154258,2205,850.7575757575559,886.9218594167451,4.1291306666666665e-05,0.0008693696,3648,1
2155258,2206,637.2549019607653,886.9218594167451,4.1291306666666665e-05,0.0008693696,3648,1
2156203,2207,397.1492957746344,874.3806439255734,4.1291306666666665e-05,0.0008693696,3648,1
2157013,2208,918.9999999999834,876.1601311050609,4.1242666666666664e-05,0.00086864,3648,1
2158013,2209,881.5384615384488,892.4457017435731,4.1242666666666664e-05,0.00086864,3648,1
2159013,2210,639.1304347825939,877.3375024185784,4.1242666666666664e-05,0.00086864,3648,1
2160013,2211,889.0510948904898,893.9988797591049,4.1242666666666664e-05,0.00086864,3648,1
2161013,2212,770.5035971222826,884.2991195672578,4.119402666666667e-05,0.0008679104,3648,1
2162013,2213,850.3311258278014,879.4011946224456,4.119402666666667e-05,0.0008679104,3648,1
2163013,2214,183.87096774194018,863.4183409788452,4.119402666666667e-05,0.0008679104,3648,1
2164013,2215,889.473684210506,869.4023554562993,4.119402666666667e-05,0.0008679104,3648,1
2165013,2216,474.1935483870818,850.0660155870178,4.114538666666667e-05,0.0008671808,3648,1
2165851,2217,916.199999999992,849.8726822536852,4.114538666666667e-05,0.0008671808,3648,1
2166851,2218,824.9146757678967,845.2957185160265,4.114538666666667e-05,0.0008671808,3648,1
2167661,2219,918.9999999999848,845.4890518493596,4.114538666666667e-05,0.0008671808,3648,1
2168661,2220,896.4285714285527,843.2442899445971,4.109674666666667e-05,0.0008664512,3648,1
2169661,2221,767.4242424242233,851.9222459754942,4.109674666666667e-05,0.0008664512,3648,1
2170383,2222,927.7999999999927,871.1668836566542,4.109674666666667e-05,0.0008664512,3648,1
2171383,2223,896.4285714285517,871.7807585996022,4.109674666666667e-05,0.0008664512,3648,1
2172383,2224,839.9293286218893,869.2520619345433,4.104810666666667e-05,0.0008657216000000001,3648,1
2173383,2225,865.7534246575133,870.2517851945406,4.104810666666667e-05,0.0008657216000000001,3648,1
2174121,2226,926.1999999999873,880.8368356995915,4.104810666666667e-05,0.0008657216000000001,3648,1
2175121,2227,858.4775086505064,886.7017631348064,4.0999466666666666e-05,0.000864992,3648,1
2176116,2228,900.4999999999826,885.468429801473,4.0999466666666666e-05,0.000864992,3648,1
2177116,2229,858.9905362775874,883.9652347840822,4.0999466666666666e-05,0.000864992,3648,1
2178116,2230,545.4183266932097,883.9652347840822,4.0999466666666666e-05,0.000864992,3648,1
2179116,2231,889.7959183673344,884.0148896825386,4.095082666666667e-05,0.0008642624,3648,1
2179706,2232,220.84683544303107,884.0148896825386,4.095082666666667e-05,0.0008642624,3648,1
2180706,2233,880.5194805194594,886.0274466619825,4.095082666666667e-05,0.0008642624,3648,1
2181527,2234,917.8999999999841,892.226468277455,4.095082666666667e-05,0.0008642624,3648,1
2182177,2235,338.5246575342389,887.922534381281,4.095082666666667e-05,0.0008642624,3648,1
2183177,2236,885.4014598539939,891.9549866536875,4.090218666666667e-05,0.0008635328,3648,1
2184177,2237,879.3103448275668,889.4956763088592,4.090218666666667e-05,0.0008635328,3648,1
2185177,2238,621.8749999999854,889.4956763088592,4.090218666666667e-05,0.0008635328,3648,1
2186068,2239,910.8999999999917,888.9556763088597,4.085354666666667e-05,0.0008628031999999999,3648,1
2187068,2240,871.5302491103043,887.2957881543097,4.085354666666667e-05,0.0008628031999999999,3648,1
2188068,2241,864.157706093174,888.911013319062,4.085354666666667e-05,0.0008628031999999999,3648,1
2189068,2242,858.5987261146275,884.2975950600377,4.085354666666667e-05,0.0008628031999999999,3648,1
2190068,2243,882.7586206896354,883.3862650107766,4.080490666666667e-05,0.0008620736000000001,3648,1
2191068,2244,857.2368421052449,883.3862650107766,4.080490666666667e-05,0.0008620736000000001,3648,1
2192068,2245,878.947368421034,884.265861261678,4.080490666666667e-05,0.0008620736000000001,3648,1
2193068,2246,874.637681159407,880.8283733389726,4.080490666666667e-05,0.0008620736000000001,3648,1
2194068,2247,874.0259740259528,881.8649376973357,4.075626666666667e-05,0.000861344,3648,1
2195068,2248,881.8840579710012,880.6238748954036,4.075626666666667e-05,0.000861344,3648,1
2196068,2249,762.46418338107,880.5069619505808,4.075626666666667e-05,0.000861344,3648,1
2197068,2250,840.5940594059289,880.5069619505808,4.070762666666667e-05,0.0008606144,3648,1
2197860,2251,920.7999999999826,882.5739007260906,4.070762666666667e-05,0.0008606144,3648,1
2198860,2252,874.5454545454355,883.7278082221034,4.070762666666667e-05,0.0008606144,3648,1
2199860,2253,854.063604240264,882.1756323278224,4.070762666666667e-05,0.0008606144,3648,1
2200860,2254,375.0830564783897,877.9198726105077,4.0658986666666666e-05,0.0008598848,3648,1
2201527,2255,933.2999999999879,883.2022989944893,4.0658986666666666e-05,0.0008598848,3648,1
2202527,2256,850.9803921568405,881.1131086202406,4.0658986666666666e-05,0.0008598848,3648,1
2203382,2257,914.4999999999847,883.4590856317352,4.0658986666666666e-05,0.0008598848,3648,1
2204382,2258,817.2413793103273,883.4590856317352,4.0610346666666665e-05,0.0008591552,3584,1
2205382,2259,749.999999999996,879.4644451088584,4.0610346666666665e-05,0.0008591552,3584,1
2206319,2260,364.4645161290202,877.4020324619,4.0610346666666665e-05,0.0008591552,3584,1
2207319,2261,871.5302491103057,877.8935353297088,4.0610346666666665e-05,0.0008591552,3584,1
2208319,2262,889.5470383275091,879.956756143901,4.056256e-05,0.0008584384,3584,1
2209319,2263,377.12418300651984,875.588940051947,4.056256e-05,0.0008584384,3584,1
2210319,2264,892.6470588235078,877.9496211664979,4.056256e-05,0.0008584384,3584,1
2211319,2265,892.8571428571231,878.8769394622373,4.056256e-05,0.0008584384,3584,1
2212319,2266,838.1107491856513,876.4418106639868,4.0514773333333336e-05,0.0008577216000000001,3584,1
2213319,2267,867.5090252707464,876.0073474136396,4.0514773333333336e-05,0.0008577216000000001,3584,1
2214319,2268,862.6556016597361,874.7254503262221,4.0514773333333336e-05,0.0008577216000000001,3584,1
2215319,2269,757.142857142838,874.7254503262221,4.0466986666666665e-05,0.0008570048,3584,1
2216319,2270,835.3612167300159,874.3765941478279,4.0466986666666665e-05,0.0008570048,3584,1
2217319,2271,718.4931506849136,863.4661179573516,4.0466986666666665e-05,0.0008570048,3584,1
2218319,2272,874.0740740740569,863.434692592593,4.0466986666666665e-05,0.0008570048,3584,1
2219319,2273,833.9933993399209,862.0966789325702,4.04192e-05,0.000856288,3584,1
2220319,2274,866.9966996699542,869.4202684343778,4.04192e-05,0.000856288,3584,1
2221319,2275,308.6687306501396,857.6764589105678,4.04192e-05,0.000856288,3584,1
2222319,2276,603.92749244711,850.9444327667783,4.0371413333333337e-05,0.0008555712,3584,1
2223319,2277,373.5202492211683,837.8773094791068,4.0371413333333337e-05,0.0008555712,3584,1
2224319,2278,877.8597785977735,841.9185360982699,4.0371413333333337e-05,0.0008555712,3584,1
2225319,2279,546.7065868263318,832.1803689280774,4.0371413333333337e-05,0.0008555712,3584,1
2225984,2280,933.4999999999877,854.1518694316027,4.0323626666666665e-05,0.0008548544,3584,1
2226984,2281,889.690721649464,855.3625676008799,4.0323626666666665e-05,0.0008548544,3584,1
2227984,2282,892.8057553956635,855.5798154054235,4.0323626666666665e-05,0.0008548544,3584,1
2228644,2283,933.9999999999878,869.9469386930951,4.0323626666666665e-05,0.0008548544,3584,1
2229644,2284,819.2982456140151,865.0570178124623,4.027584e-05,0.0008541376,3584,1
2230644,2285,871.4285714285513,863.6284463838908,4.027584e-05,0.0008541376,3584,1
2231644,2286,692.4528301886592,855.653939817175,4.027584e-05,0.0008541376,3584,1
2232644,2287,896.1089494163294,857.5606014268805,4.027584e-05,0.0008541376,3584,1
2233644,2288,877.69516728623,858.5632391353134,4.0228053333333337e-05,0.0008534208,3584,1
2234644,2289,790.4109589040901,860.7811125860636,4.0228053333333337e-05,0.0008534208,3584,1
2235644,2290,632.3943661971658,851.2538868166398,4.0228053333333337e-05,0.0008534208,3584,1
2236644,2291,854.5454545454342,860.3240404073412,4.0180266666666665e-05,0.000852704,3584,1
2237644,2292,366.2162162162024,844.212059882215,4.0180266666666665e-05,0.000852704,3584,1
2238644,2293,885.8156028368644,847.666873448678,4.0180266666666665e-05,0.000852704,3584,1
2239644,2294,845.9459459459264,846.2634898670761,4.0180266666666665e-05,0.000852704,3584,1
2240644,2295,880.9160305343365,862.8316008228875,4.013248e-05,0.0008519872,3584,1
2241644,2296,846.9026548672467,873.1282558014601,4.013248e-05,0.0008519872,3584,1
2242644,2297,883.766233766213,879.3519407922682,4.013248e-05,0.0008519872,3584,1
2243644,2298,867.9715302490955,878.6927242356898,4.013248e-05,0.0008519872,3584,1
2244644,2299,841.1764705882226,880.1512725673035,4.008469333333334e-05,0.0008512704,3584,1
2245644,2300,867.5090252707464,875.7518742520208,4.008469333333334e-05,0.0008512704,3584,1
2246644,2301,613.8263665594718,871.0590425163242,4.008469333333334e-05,0.0008512704,3584,1
2247644,2302,871.786833855777,869.6577810803318,4.0036906666666665e-05,0.0008505536,3584,1
2248644,2303,539.6103896103755,860.0851783406052,4.0036906666666665e-05,0.0008505536,3584,1
2249644,2304,450.8771929824377,851.6288173122482,4.0036906666666665e-05,0.0008505536,3584,1
2250478,2305,916.5999999999912,854.6402458836776,4.0036906666666665e-05,0.0008505536,3584,1
2251478,2306,886.013986013967,867.5443229386981,3.998912e-05,0.0008498368,3584,1
2252206,2307,927.1999999999863,869.6170596442752,3.998912e-05,0.0008498368,3584,1
2253206,2308,865.9090909090788,868.8313212191317,3.998912e-05,0.0008498368,3584,1
2254206,2309,870.5882352940982,874.1764729784657,3.998912e-05,0.0008498368,3584,1
2254860,2310,934.5999999999929,880.4047082725835,3.994133333333334e-05,0.00084912,3584,1
2255562,2311,929.7999999999896,885.421677969554,3.994133333333334e-05,0.00084912,3584,1
2256562,2312,882.6388888888667,887.86787416575,3.994133333333334e-05,0.00084912,3584,1
2257493,2313,906.899999999988,889.2735006432916,3.994133333333334e-05,0.00084912,3584,1
2258493,2314,820.2453987729928,889.2735006432916,3.9893546666666666e-05,0.0008484032,3584,1
2259319,2315,917.3999999999911,891.7057652743352,3.9893546666666666e-05,0.0008484032,3584,1
2260319,2316,542.8571428571322,891.3240196557337,3.9893546666666666e-05,0.0008484032,3584,1
2261195,2317,322.70408163264216,887.0892973228523,3.9893546666666666e-05,0.0008484032,3584,1
2261922,2318,927.2999999999869,891.0445286395784,3.984576e-05,0.0008476864,3584,1
2262664,2319,925.79999999999,896.6860972670295,3.984576e-05,0.0008476864,3584,1
2263362,2320,930.1999999999925,900.8654955823126,3.984576e-05,0.0008476864,3584,1
2264362,2321,892.5925925925737,905.6886418369514,3.984576e-05,0.0008476864,3584,1
2265061,2322,930.0999999999873,909.5761862465654,3.984576e-05,0.0008476864,3584,1
2266061,2323,864.1791044775943,909.5761862465654,3.979797333333334e-05,0.0008469696,3584,1
2267061,2324,630.2052785923572,909.5761862465654,3.979797333333334e-05,0.0008469696,3584,1
2268061,2325,349.82698961936114,906.0814598784056,3.979797333333334e-05,0.0008469696,3584,1
2268894,2326,916.6999999999827,908.1271941441399,3.9750186666666666e-05,0.0008462528,3584,1
2269629,2327,926.4999999999917,908.0805274774737,3.9750186666666666e-05,0.0008462528,3584,1
2270629,2328,886.577181208034,909.4584001640707,3.9750186666666666e-05,0.0008462528,3584,1
2271324,2329,930.4999999999926,913.4525178111303,3.9750186666666666e-05,0.0008462528,3584,1
2272324,2330,880.3921568627218,909.838661601979,3.97024e-05,0.000845536,3584,1
2273073,2331,925.0999999999938,909.5253282686458,3.97024e-05,0.000845536,3584,1
2273701,2332,937.1999999999897,913.162735676054,3.97024e-05,0.000845536,3584,1
2274409,2333,929.1999999999896,914.6494023427207,3.97024e-05,0.000845536,3584,1
2275409,2334,877.7777777777576,915.5559805627316,3.97024e-05,0.000845536,3584,1
2276409,2335,869.418960244627,912.3572445790408,3.965461333333334e-05,0.0008448192,3584,1
2277409,2336,566.6666666666529,912.3572445790408,3.965461333333334e-05,0.0008448192,3584,1
2278409,2337,748.4848484848288,912.3572445790408,3.965461333333334e-05,0.0008448192,3584,1
2279160,2338,924.8999999999838,912.1972445790404,3.965461333333334e-05,0.0008448192,3584,1
2279845,2339,931.4999999999859,912.5772445790403,3.9606826666666666e-05,0.0008441024,3584,1
2280845,2340,874.6031746031542,908.8707895525844,3.9606826666666666e-05,0.0008441024,3584,1
2281845,2341,892.3371647509471,908.8537610298093,3.9606826666666666e-05,0.0008441024,3584,1
2282532,2342,931.2999999999923,908.9337610298096,3.9606826666666666e-05,0.0008441024,3584,1
2283532,2343,882.8767123287462,909.8309445020842,3.955904e-05,0.0008433856000000001,3584,1
2284508,2344,902.3999999999857,911.6840661952064,3.955904e-05,0.0008433856000000001,3584,1
2285508,2345,875.757575757553,911.6840661952064,3.955904e-05,0.0008433856000000001,3584,1
2286176,2346,933.1999999999915,912.7840661952068,3.955904e-05,0.0008433856000000001,3584,1
2286909,2347,926.6999999999941,912.7973995285404,3.951125333333334e-05,0.0008426688,3584,1
2287909,2348,874.6031746031543,912.0760924985083,3.951125333333334e-05,0.0008426688,3584,1
2288529,2349,937.9999999999875,912.5760924985079,3.951125333333334e-05,0.0008426688,3584,1
2289529,2350,889.8989898989703,913.2098813675912,3.951125333333334e-05,0.0008426688,3584,1
2290477,2351,905.1999999999819,911.8832147009238,3.9463466666666666e-05,0.000841952,3584,1
2291477,2352,872.2222222222001,907.7100930078013,3.9463466666666666e-05,0.000841952,3584,1
2292437,2353,903.9999999999783,906.0300930078007,3.9463466666666666e-05,0.000841952,3584,1
2293437,2354,884.8484848484622,906.501473479181,3.9463466666666666e-05,0.000841952,3584,1
2294437,2355,883.2775919732237,907.0797679705189,3.941568e-05,0.0008412352,3584,1
2295437,2356,890.1960784313491,908.0423348154386,3.941568e-05,0.0008412352,3584,1
2296132,2357,930.499999999996,911.2172206601886,3.941568e-05,0.0008412352,3584,1
2296805,2358,932.6999999999879,911.7372206601889,3.941568e-05,0.0008412352,3584,1
2297631,2359,917.3999999999867,910.797220660189,3.936789333333334e-05,0.0008405184,3520,1
2298631,2360,724.561403508752,910.797220660189,3.936789333333334e-05,0.0008405184,3520,1
2299526,2361,910.499999999982,912.0080763434579,3.936789333333334e-05,0.0008405184,3520,1
2300526,2362,864.0287769783986,908.7798571653749,3.936789333333334e-05,0.0008405184,3520,1
2301526,2363,893.1972789115525,909.4678949375619,3.932096e-05,0.0008398144000000001,3520,1
2302526,2364,863.5036496350165,907.6917333213999,3.932096e-05,0.0008398144000000001,3520,1
2303526,2365,883.5526315789313,908.2114037094917,3.932096e-05,0.0008398144000000001,3520,1
2304526,2366,884.3260188087545,904.9531382967426,3.927402666666667e-05,0.0008391104,3520,1
2305526,2367,766.0714285714138,901.4800166036199,3.927402666666667e-05,0.0008391104,3520,1
2306526,2368,522.2222222222076,901.3212864448896,3.927402666666667e-05,0.0008391104,3520,1
2307276,2369,924.9999999999839,900.4546197782226,3.927402666666667e-05,0.0008391104,3520,1
2308276,2370,874.2765273311715,899.4131222737028,3.922709333333333e-05,0.0008384064,3520,1
2309276,2371,878.7234042553049,897.6480158907242,3.922709333333333e-05,0.0008384064,3520,1
2309982,2372,929.3999999999922,901.4598677425771,3.922709333333333e-05,0.0008384064,3520,1
2310982,2373,710.4575163398491,898.7951195411384,3.922709333333333e-05,0.0008384064,3520,1
2311982,2374,726.6253869968906,897.3721305269087,3.918016e-05,0.0008377024,3520,1
2312982,2375,881.4814814814641,897.252389827458,3.918016e-05,0.0008377024,3520,1
2313982,2376,742.2818791946124,888.9774131701291,3.918016e-05,0.0008377024,3520,1
2314786,2377,919.5999999999848,888.2507465034616,3.918016e-05,0.0008377024,3520,1
2315525,2378,926.0999999999848,887.8107465034615,3.913322666666667e-05,0.0008369984,3520,1
2316525,2379,893.2885906040067,886.2033192103961,3.913322666666667e-05,0.0008369984,3520,1
2317283,2380,924.1999999999894,896.7452239723011,3.913322666666667e-05,0.0008369984,3520,1
2318283,2381,871.9298245613836,894.1738789430614,3.913322666666667e-05,0.0008369984,3520,1
2319283,2382,885.074626865652,895.5769356022115,3.9086293333333336e-05,0.0008362943999999999,3520,1
2319962,2383,932.0999999999927,898.1704503414409,3.9086293333333336e-05,0.0008362943999999999,3520,1
2320962,2384,875.9450171821101,898.9998748445804,3.9086293333333336e-05,0.0008362943999999999,3520,1
2321962,2385,889.090909090891,899.3690933453778,3.9086293333333336e-05,0.0008362943999999999,3520,1
2322962,2386,873.5973597359618,898.6538494071916,3.903936e-05,0.0008355904,3520,1
2323875,2387,908.6999999999857,901.1051944364317,3.903936e-05,0.0008355904,3520,1
2324875,2388,689.3081761006081,901.1051944364317,3.903936e-05,0.0008355904,3520,1
2325875,2389,883.9743589743426,898.370151701389,3.899242666666667e-05,0.0008348864,3520,1
2326875,2390,866.2162162161959,898.2137048500698,3.899242666666667e-05,0.0008348864,3520,1
2327875,2391,852.2184300341085,897.3798923141292,3.899242666666667e-05,0.0008348864,3520,1
2328875,2392,878.328173374601,893.9751038724364,3.899242666666667e-05,0.0008348864,3520,1
2329875,2393,892.6199261992483,895.7353512046399,3.894549333333333e-05,0.0008341824000000001,3520,1
2330875,2394,883.7398373983618,896.5226853937718,3.894549333333333e-05,0.0008341824000000001,3520,1
2331758,2395,911.6999999999861,898.5372532950065,3.894549333333333e-05,0.0008341824000000001,3520,1
2332758,2396,840.3973509933644,898.5372532950065,3.8898560000000005e-05,0.0008334784,3520,1
2333524,2397,923.3999999999908,898.7905866283403,3.8898560000000005e-05,0.0008334784,3520,1
2334524,2398,882.876712328746,895.9090341169244,3.8898560000000005e-05,0.0008334784,3520,1
2335524,2399,876.1904761904635,894.7691598226882,3.8898560000000005e-05,0.0008334784,3520,1
2336524,2400,858.466453674106,891.2844814601144,3.885162666666667e-05,0.0008327744,3520,1
2337524,2401,620.7792207792043,890.9035742371019,3.885162666666667e-05,0.0008327744,3520,1
2338524,2402,893.5691318327806,891.4698745682439,3.885162666666667e-05,0.0008327744,3520,1
2339524,2403,725.6880733944778,886.5609714798514,3.885162666666667e-05,0.0008327744,3520,1
2340524,2404,730.7210031347759,884.979199003318,3.8804693333333335e-05,0.0008320704,3520,1
2341211,2405,931.2999999999842,887.7931383972575,3.8804693333333335e-05,0.0008320704,3520,1
2341896,2406,931.4999999999854,891.6533144148591,3.8804693333333335e-05,0.0008320704,3520,1
2342896,2407,498.5663082437102,887.0998044810843,3.8804693333333335e-05,0.0008320704,3520,1
2343881,2408,901.4999999999864,891.1733144148591,3.875776e-05,0.0008313664,3520,1
2344642,2409,923.8999999999862,893.8350238165688,3.875776e-05,0.0008313664,3520,1
2345642,2410,49.81273408240112,892.1137661350466,3.875776e-05,0.0008313664,3520,1
2346642,2411,308.63787375413574,884.013937675091,3.875776e-05,0.0008313664,3520,1
2347642,2412,727.3381294963832,873.9479347498766,3.8710826666666666e-05,0.0008306623999999999,3520,1
2348245,2413,939.6999999999872,877.0866063365925,3.8710826666666666e-05,0.0008306623999999999,3520,1
2349245,2414,464.5161290322443,866.5498220696669,3.8710826666666666e-05,0.0008306623999999999,3520,1
2350245,2415,846.7680608364797,862.2210261254331,3.866389333333333e-05,0.0008299584,3520,1
2351083,2416,916.1999999999856,867.2745360592079,3.866389333333333e-05,0.0008299584,3520,1
2351768,2417,931.4999999999865,867.8145360592076,3.866389333333333e-05,0.0008299584,3520,1
2352768,2418,369.05537459281777,850.3413699559047,3.866389333333333e-05,0.0008299584,3520,1
2353768,2419,865.6357388315956,849.6377207986469,3.8616960000000004e-05,0.0008292544,3520,1
2354590,2420,917.7999999999867,853.5932905537057,3.8616960000000004e-05,0.0008292544,3520,1
2355590,2421,889.9328859060197,871.5368682288266,3.8616960000000004e-05,0.0008292544,3520,1
2356590,2422,892.9824561403328,871.4977565159969,3.8616960000000004e-05,0.0008292544,3520,1
2357590,2423,886.9706840390653,882.2499305589694,3.857002666666667e-05,0.0008285504,3520,1
2358590,2424,874.9999999999808,891.868530349983,3.857002666666667e-05,0.0008285504,3520,1
2359590,2425,892.8057553956643,889.3022473763616,3.857002666666667e-05,0.0008285504,3520,1
2360272,2426,931.7999999999861,889.3222473763617,3.857002666666667e-05,0.0008285504,3520,1
2361039,2427,923.2999999999929,902.3863720766024,3.8523093333333335e-05,0.0008278464000000001,3520,1
2362039,2428,872.3183391003349,900.4409280166257,3.8523093333333335e-05,0.0008278464000000001,3520,1
2362827,2429,921.1999999999916,900.2609280166259,3.8523093333333335e-05,0.0008278464000000001,3520,1
2363456,2430,937.099999999996,906.2830572941937,3.8523093333333335e-05,0.0008278464000000001,3520,1
2364456,2431,876.8211920529685,907.0287541756186,3.847616e-05,0.0008271424,3520,1
2365209,2432,924.6999999999844,910.5208649022619,3.847616e-05,0.0008271424,3520,1
2366209,2433,885.6115107913465,906.9149656216858,3.847616e-05,0.0008271424,3520,1
2366958,2434,925.0999999999831,910.254965621686,3.847616e-05,0.0008271424,3520,1
2367958,2435,826.9230769230588,910.254965621686,3.842922666666667e-05,0.0008264384,3520,1
2368958,2436,844.4444444444224,907.508298955019,3.842922666666667e-05,0.0008264384,3520,1
2369958,2437,536.0655737704752,903.5628548950423,3.842922666666667e-05,0.0008264384,3520,1
2370958,2438,825.7142857142713,903.5628548950423,3.842922666666667e-05,0.0008264384,3520,1
2371661,2439,929.6999999999873,907.3882989550191,3.838229333333333e-05,0.0008257344,3520,1
2372661,2440,880.9523809523614,904.9317910185107,3.838229333333333e-05,0.0008257344,3520,1
2373290,2441,937.0999999999951,908.0762652914424,3.838229333333333e-05,0.0008257344,3520,1
2374135,2442,915.4999999999799,909.5774348820855,3.838229333333333e-05,0.0008257344,3520,1
2374990,2443,914.4999999999836,911.4127226128134,3.833536e-05,0.0008250304,3520,1
2375990,2444,896.7426710097487,912.8622340134646,3.833536e-05,0.0008250304,3520,1
2376990,2445,877.272727272706,911.8266988052674,3.833536e-05,0.0008250304,3520,1
